1	315
2	2610
3	4750
4	12210
5	16500
6	26125
7	32240
8	52959
9	61568
10	79128
11	89562
12	116030
13	128614
14	153504
15	167913
16	216124
17	233228
18	266363
19	285292
20	331100
21	352179
22	392644
23	415548
24	483066
25	508464
26	556864
27	584087
28	648903
29	678276
30	734006
31	765204
32	871533
33	905592
34	969822
35	1005706
36	1090134
37	1128168
38	1199728
39	1239587
40	1354224
41	1396577
42	1476072
43	1520250
44	1623686
45	1670014
46	1756839
47	1804992
48	1955674
49	2006522
50	2101592
51	2154265
52	2277041
53	2331864
54	2434264
55	2490912
56	2652348
57	2711490
58	2821825
59	2882792
60	3024576
61	3087693
62	3205358
63	3270300
64	3493700
65	3561607
66	3687912
67	3757644
68	3919168
69	3991050
70	4124685
71	4198392
72	4407091
73	4483292
74	4624862
75	4702888
76	4883420
77	4963596
78	5112496
79	5194497
80	5447766
81	5532462
82	5689607
83	5776128
84	5976000
85	6064671
86	6229146
87	6319642
88	6575140
89	6668130
90	6840540
91	6935355
92	7154235
93	7251200
94	7430940
95	7529730
96	7855157
97	7956808
98	8145048
99	8248524
100	8487016
101	8592642
102	8788212
103	8895663
104	9198280
105	9308225
106	9511730
107	9623500
108	9881000
109	9994920
110	10205755
111	10321500
112	10677240
113	10795680
114	11014760
115	11135025
116	11411865
117	11534280
118	11760690
119	11884930
120	12234346
121	12361080
122	12595425
123	12723984
124	13019832
125	13150541
126	13392216
127	13524750
128	13974800
129	14110299
130	14360614
131	14497938
132	14813526
133	14953000
134	15210645
135	15351944
136	15748623
137	15892416
138	16157996
139	16303614
140	16638210
141	16785978
142	17058888
143	17208481
144	17666808
145	17819096
146	18100251
147	18254364
148	18608300
149	18764563
150	19053048
151	19211136
152	19654614
153	19815196
154	20111616
155	20274023
156	20646967
157	20811524
158	21115274
159	21281656
160	21826181
161	21995424
162	22307674
163	22478742
164	22871298
165	23044516
166	23364096
167	23539139
168	24029736
169	24207273
170	24534788
171	24714150
172	25125714
173	25307226
174	25642071
175	25825408
176	26386206
177	26572238
178	26915328
179	27103185
180	27534089
181	27724096
182	28074516
183	28266348
184	28803744
185	28998070
186	29356425
187	29552576
188	30002488
189	30200789
190	30566474
191	30766600
192	31443300
193	31646391
194	32020716
195	32225632
196	32695284
197	32902350
198	33284005
199	33492896
200	34077555
201	34288940
202	34678530
203	34891740
204	35380400
205	35595760
206	35992680
207	36209865
208	36873250
209	37093130
210	37498295
211	37720000
212	38228000
213	38451855
214	38864350
215	39090030
216	39721488
217	39949662
218	40370092
219	40600091
220	41127099
221	41359248
222	41787008
223	42020982
224	42784605
225	43021440
226	43457700
227	43696360
228	44242980
229	44483790
230	44927380
231	45170015
232	45848592
233	46093721
234	46545246
235	46792200
236	47357828
237	47606932
238	48065787
239	48316716
240	49082572
241	49336196
242	49803296
243	50058745
244	50643713
245	50901312
246	51375742
247	51635166
248	52360542
249	52622460
250	53104825
251	53368568
252	53972544
253	54238437
254	54728132
255	54995850
256	55899200
257	56169883
258	56668218
259	56940726
260	57564442
261	57839100
262	58344765
263	58621248
264	59393887
265	59672864
266	60186464
267	60467266
268	61109990
269	61392942
270	61913872
271	62198649
272	63067092
273	63354564
