1	315
2	2610
3	4750
4	12210
5	16500
6	26125
7	32240
8	53376
9	62012
10	79632
11	90093
12	116645
13	129256
14	154206
15	168642
16	220590
17	237846
18	271296
19	290377
20	336609
21	357840
22	398620
23	421676
24	490992
25	516569
26	565344
27	592746
28	658070
29	687622
30	743727
31	775104
32	901274
33	935842
34	1001112
35	1037505
36	1123321
37	1161864
38	1234464
39	1274832
40	1393336
41	1436225
42	1516820
43	1561534
44	1666442
45	1713306
46	1801231
47	1849920
48	2013632
49	2065141
50	2161566
51	2214900
52	2339488
53	2394972
54	2498727
55	2556036
56	2722720
57	2782550
58	2894300
59	2955955
60	3099635
61	3163440
62	3282520
63	3348150
64	3645194
65	3714412
66	3843357
67	3914400
68	4079416
69	4152609
70	4288884
71	4363902
72	4580821
73	4658360
74	4802630
75	4881994
76	5066102
77	5147616
78	5299216
79	5382555
80	5659217
81	5745376
82	5905476
83	5993460
84	6197248
85	6287382
86	6454812
87	6546771
88	6811870
89	6906350
90	7081775
91	7178080
92	7400960
93	7499415
94	7682170
95	7782450
96	8171561
97	8275032
98	8466952
99	8572248
100	8815620
101	8923066
102	9122316
103	9231587
104	9545874
105	9657666
106	9864911
107	9978528
108	10240992
109	10356759
110	10571334
111	10688926
112	11077352
113	11197764
114	11420839
115	11543076
116	11825220
117	11949607
118	12180012
119	12306224
120	12668691
121	12797424
122	13035824
123	13166382
124	13467618
125	13600326
126	13846056
127	13980589
128	14686235
129	14824860
130	15081370
131	15221820
132	15545520
133	15688120
134	15951960
135	16096385
136	16510488
137	16657434
138	16929269
139	17078040
140	17420832
141	17571753
142	17850918
143	18003664
144	18506642
145	18662208
146	18949873
147	19107264
148	19469736
149	19629277
150	19924272
151	20085638
152	20547921
153	20711808
154	21014798
155	21180510
156	21562074
157	21729936
158	22040256
159	22209943
160	22863870
161	23036748
162	23356233
163	23530936
164	23932992
165	24109845
166	24436660
167	24615338
168	25126809
169	25308008
170	25642818
171	25825842
172	26246990
173	26432164
174	26774304
175	26961303
176	27576045
177	27765864
178	28116504
179	28308148
180	28748976
181	28942770
182	29300740
183	29496359
184	30056010
185	30254150
186	30620115
187	30820080
188	31280000
189	31482115
190	31855410
191	32059350
192	32964840
193	33172368
194	33555528
195	33764881
196	34246137
197	34457640
198	34848130
199	35061458
200	35671344
201	35887193
202	36285678
203	36503352
204	37003700
205	37223524
206	37629339
207	37850988
208	38578680
209	38803149
210	39217464
211	39443758
212	39963786
213	40192230
214	40613875
215	40844144
216	41502210
217	41735000
218	42164640
219	42399255
220	42938375
221	43175140
222	43612110
223	43850700
224	44767568
225	45009349
226	45455484
227	45699090
228	46258702
229	46504458
230	46957923
231	47205504
232	47912758
233	48162860
234	48624320
235	48876247
236	49454951
237	49709028
238	50177818
239	50433720
240	51273176
241	51531898
242	52009188
243	52269735
244	52868119
245	53130816
246	53615436
247	53879958
248	54635392
249	54902435
250	55395050
251	55663918
252	56281394
253	56552412
254	57052357
255	57325200
256	58964360
257	59241825
258	59753500
259	60032790
260	60673890
261	60955330
262	61474335
263	61757600
264	62566110
265	62851896
266	63378896
267	63666507
268	64326699
269	64616460
270	65150790
271	65442376
272	66398024
273	66692430
